LIN,CODIGO,RAMO,NOM_ART,TAM,PRES,UNIDAD,CCJ_CON,CCJ_SIN,CU_CON,CU_SIN,PREV_CON,PREV_SIN,FECH_AN,FECH_AC,IVA,GAN,EXIS,UBICA,STK,PROV,SI
PER,7501737421142,,BODY 50 ML ROLL-ON MARRINE,50 ML,1,PZA,16.50,14.35,16.50,14.35,21.00,18.26,15/03/2008,15/03/2008,16,27.3,-3,,0,GARIS,
ABA,7501737421135,PERFUMERI,BODY 50 ML ROLL-ON TURQUIESE,50 ML,1,PZA,15.90,13.83,15.90,13.83,21.00,18.26,22/12/2006,22/12/2006,16,32.1,4,,2,GARIS,
PER,7501737420053,,BODY FRESH 236 ML D/ROSAS,236,1,PZA,48.20,41.91,48.20,41.91,60.01,52.18,22/12/2006,22/12/2006,16,24.5,5,,2,GARIS,
ABA,75003166,,BOING 500 ML TETRA FRESAS,500 ML,24,PZA,112.00,97.39,4.67,4.06,6.00,5.22,12/05/2009,12/05/2009,16,28.6,25,,2,BOING,
ABA,75003135,,BOING 500 ML TETRA GUALLABA,500,24,PZA,112.00,97.39,4.67,4.06,6.00,5.22,21/05/2007,21/05/2007,16,28.6,-150,,3,,
ABA,75003104,,BOING 500 ML TETRA MNGO,500,24,PZA,112.00,97.39,4.67,4.06,6.00,5.22,27/05/2007,27/05/2007,16,28.6,19,,1,GARIS,
ABA,75003159,,BOING 500 ML TETRA MANZANA,500,24,PZA,112.00,97.39,4.67,4.06,6.00,5.22,27/05/2007,27/05/2007,16,28.6,-91,,3,,
ABA,75003173,,BOING 500 ML TETRA NJA,500 ML,24,PZA,112.00,97.39,4.67,4.06,6.00,5.22,27/05/2007,27/05/2007,16,28.6,-55,,3,,
ABA,75003180,,BOING 500 ML TETRA UVA,500 ML,24,PZA,112.00,97.39,4.67,4.06,6.00,5.22,27/05/2007,27/05/2007,16,28.6,-82,,3,,
ABA,19836110012,REFRESCO,BOING TRIANGULO 250 ML,250 ML,24,TETRA,59.00,51.30,2.46,2.14,3.00,2.61,24/02/2009,24/02/2009,16,22.0,-157,,0,BOING,
ABA,19836700039,REFRESCO,BOING TRIANGULO 250 ML GUAYABA,250 ML,24,TETRA,56.00,48.70,2.33,2.03,3.00,2.61,20/01/2009,20/01/2009,16,28.6,-65,,0,BOINS,
ABA,19836110067,REFRESCO,BOING TRIANGULO 250 ML MANZA,250 ML,24,TETRA,56.00,48.70,2.33,2.03,3.00,2.61,20/01/2009,20/01/2009,16,28.6,-154,,0,,
ABA,19836700077,REFRESCO,BOING TRIANGULO 250 ML PI AS,250 ML,24,TETRA,56.00,48.70,2.33,2.03,3.00,2.61,20/01/2009,20/01/2009,16,28.6,-51,,0,,
ABA,19836110081,REFRESCO,BOING TRIANGULO 250 ML TAMARI,250 ML,24,TETRA,56.00,48.70,2.33,2.03,3.00,2.61,20/01/2009,20/01/2009,16,28.6,-100,,0,BOING,
ABA,19836110043,,BOING TRIANGULO 250 ML UVAS,250 ML,24,PZA,56.00,48.70,2.33,2.03,3.00,2.61,20/01/2009,20/01/2009,16,28.6,-20,,5,BOING,
ABA,7501001106690,DETERGEN,BOLD 500 G AZUL,500 G,24,BOLSA,232.00,200.00,9.67,8.33,11.50,9.92,28/03/2011,28/03/2011,16,19.0,-252,,1,GARIS,
DES,0,BOLSA,BOLSA CAMISETA POLIP CHICA,1 K,25,K,687.50,592.67,27.50,23.71,36.00,31.03,17/01/2011,17/01/2011,16,30.9,0,,0,GEMSA,
DES,0,,BOLSA CAMIS BIODEG 1K MED,MD,25,KG,562.50,484.91,22.50,19.40,30.00,25.86,19/03/2011,19/03/2011,16,33.3,0,,0,GEMSA,
DES,0,BOLSA,BOLSA CAMIS BIODEGR 00  K,MINI,25,KG,687.50,592.67,27.50,23.71,36.00,31.03,17/01/2011,17/01/2011,16,30.9,0,,0,GEMSA,
DES,0,BOLSA,BOLSA ROLLO 25X35 TRANSP,3525,1,ROLLO,31.20,26.90,31.20,26.90,40.00,34.48,06/04/2011,06/04/2011,16,28.2,0,,1,GEMSA,
DES,0,BOLSA,BOLSA 10X15 NATURAL 1K,1015,1,PQT,31.50,27.16,31.50,27.16,40.00,34.48,08/07/2010,08/07/2010,16,27.0,0,,1,GEMSA,
DES,0,BOLSA,BOLSA 10X20 NATURAL 1K,1020,1,KG,34.00,29.31,34.00,29.31,44.00,37.93,12/11/2010,12/11/2010,16,29.4,0,,0,GEMSA,
DES,0,BOLSA,BOLSA 12X18 NATURAL 1K,12X18,1,KG,31.00,26.96,31.00,26.96,40.00,34.78,07/02/2008,07/02/2008,16,29.0,0,,0,,
DES,0,BOLSA,BOLSA 15X25 NATURAL 1 K,15X25,1,KG,31.20,26.90,31.20,26.90,40.00,34.48,12/11/2010,06/04/2011,16,28.2,0,,0,GEMSA,
DES,0,BOLSA,BOLSA 20X30 NATURAL 1K,1 K,1,PQT,30.80,26.55,30.80,26.55,40.00,34.48,19/03/2011,19/03/2011,16,29.9,0,,1,GEMSA,
DES,0,BOLSA,BOLSA 25X35 NATURAL X K,25X 35,25,KG,745.00,642.24,29.80,25.69,40.00,34.48,13/10/2010,06/12/2010,16,34.2,25,,0,GEMSA,
,7501019990311,,BOLSA POLDER JUMBO 20/10,20/10,1,PTE,29.00,25.22,29.00,25.22,35.00,30.44,05/10/2005,05/10/2005,16,20.7,2,,3,GARIS,
JAR,0,,BOMBA SIFON ARDI,MOD/85,1,PZA,16.00,13.91,16.00,13.91,21.00,18.26,22/04/2009,22/04/2009,16,31.3,3,,1,GARIS,
DUL,724869000192,DULCES,BOMBON LA ROSA GTE,50 PZ,12,BOLSA,0.00,122.80,0.00,10.23,0.00,13.00,30/03/2011,30/03/2011,0,27.0,-56,,0,GARIS,
ABA,724869100205,DULCES,BOMBON LA ROSA MED,MED,12,BOLSA,0.00,122.80,0.00,10.23,0.00,13.00,30/03/2011,30/03/2011,0,27.0,-47,,0,GARIS,
ABA,758104001712,AGUA,BONAFONT 600 MLT,500 ML,24,PZA,0.00,84.00,0.00,3.50,0.00,4.50,04/02/2011,04/02/2011,0,28.6,-244,,0,GARIS,
ABA,758104001729,AGUA,BONAFONT GALON 4 L,,6,PZA,0.00,75.00,0.00,12.50,0.00,15.50,28/03/2011,28/03/2011,0,24.0,-141,,0,SAMS,
ABA,758104000159,AGUA,BONAFONT 1.5 LT NATURAL,1.5 L,12,PZAS,0.00,84.00,0.00,7.00,0.00,8.50,10/04/2011,10/04/2011,0,21.4,-6,,0,GARIS,
,7501103300330,,BORLA T-TAIO FLOR,,1,PZA,10.00,8.62,10.00,8.62,13.50,11.64,28/06/2010,28/06/2010,16,35.0,4,,0,GARIS,
PAP,0,,BORRADOR PARA PIZARRONN,,10,PZA,40.00,34.48,4.00,3.45,7.00,6.03,27/03/2011,27/03/2011,16,75.0,10,,2,D F,
DUL,7503002556207,,BOTANAS TOLUQUEÑAS 100 G,100 G,1,PZA,0.00,4.50,0.00,4.50,0.00,7.00,29/12/2007,29/12/2007,0,55.6,-1596,,0,,
ABA,738545010016,SALSA,BOTANERA SALSA 1 L,1 L,12,BOTELLA,0.00,105.00,0.00,8.75,0.00,10.80,06/04/2011,06/04/2011,0,23.4,-26,,0,GARIS,
ABA,738545010559,SALSA,BOTANERA SALSA 1.5 L,1.5 L,12,BOTELLA,0.00,135.40,0.00,11.28,0.00,13.50,06/04/2011,06/04/2011,0,19.6,-126,,0,GARIS,
ABA,738545010726,SALSA,BOTANERA SALSA 4 LT,4. L,6,GALON,0.00,151.20,0.00,25.20,0.00,30.50,04/03/2011,04/03/2011,0,21.0,-38,,0,GARIS,
ABA,738545010030,SALSA,BOTANERA 500 ML,500,24,BOTELLA,0.00,103.20,0.00,4.30,0.00,5.30,29/01/2009,29/01/2009,0,23.3,-203,,1,GARIS,
PAN,7501000116447,BIMBO,BRAN FRUT FRESA 42 G,42 G,1,PZA,0.00,4.05,0.00,4.05,0.00,5.00,31/01/2011,31/01/2011,0,23.5,-175,,0,BIMBO,
PAN,7501000116430,BIMBO,BRAN FRUT GUALL 42 G,42 G,1,PZA,0.00,4.05,0.00,4.05,0.00,5.00,31/01/2011,31/01/2011,0,23.5,-96,,0,BIMBO,
ABA,7501058755100,LIMPIADOR,BRASSO ANTIGRASA 650 M ESTUFA,650 ML,1,PZA,27.70,24.09,27.70,24.09,35.00,30.43,12/03/2009,12/03/2009,16,26.4,17,,0,GARIS,
PER,75001841,CABELLO,BRILLANTINA PALMOLIVE 53G SOLID,53 G,1,PZA,16.10,13.88,16.10,13.88,21.00,18.10,03/01/2011,03/01/2011,16,30.4,-11,,1,GARIS,
ABA,75008154,CIGARROS,BROADWAY ROJO 1/10,20,10,CAJA,181.71,158.01,18.17,15.80,20.50,17.83,08/10/2007,08/10/2007,16,12.8,-46,,1,GARIS,
FER,7501030800729,HERRAM,BROCHA P/PINTOR MAMEY 1,1,1,PZA,5.00,4.31,5.00,4.31,7.50,6.47,29/03/2011,29/03/2011,16,50.0,-2,,1,MARCU,
FER,7501030800736,HERRAM,BROCHA P/PINTOR MAMEY 1 1-2,1 1/2,1,PZA,7.10,6.12,7.10,6.12,10.00,8.62,29/03/2011,29/03/2011,16,40.8,0,,0,MARCU,
FER,7501030800712,HERRAM,BROCHA P/PINTOR MAMEY 1/2,1/2,1,PZA,6.60,5.74,6.60,5.74,9.00,7.83,20/08/2009,20/08/2009,16,36.4,-2,,0,MARCU,
FER,7501030800743,PINTURA,BROCHA P/PINTOR MAMEY 2,2 PUL,1,PZA,14.60,12.59,14.60,12.59,20.00,17.24,07/08/2010,07/08/2010,16,37.0,9,,5,MARCU,
FER,7501030800750,HERRAM,BROCHA P/PINTOR MAMEY 2.5,2 1/2,1,PZA,21.10,18.35,21.10,18.35,29.00,25.22,04/06/2009,04/06/2009,16,37.4,0,,0,MARCU,
FER,7501030800767,,BROCHA P/PINTOR MAMEY 3,N 3,1,PZA,22.40,19.31,22.40,19.31,31.00,26.72,18/01/2010,18/01/2010,16,38.4,11,,3,MARCU,
FER,7501030800774,BROCHA,BROCHA P/PINTOR MAMEY.4,No 4,1,PZA,35.50,30.60,35.50,30.60,50.00,43.10,04/06/2009,07/01/2011,16,40.8,11,,5,MARCU,
FER,7501030800781,BROCHA,BROCHA P/PINTOR MAMEY 5,No 5,1,PZA,31.20,26.90,31.20,26.90,45.00,38.79,29/03/2011,29/03/2011,16,44.2,8,,2,MARCU,
FER,0,HERRAM,BROCHA P/PINTOR MAMEY 6,6 PUL,1,PZA,36.00,31.30,36.00,31.30,50.00,43.48,15/02/2007,15/02/2007,16,38.9,12,,2,MARCU,
PAP,0,GENERAL,BROCHA P/RESISTOL ESC,UNI,10,BOLSA,15.00,12.93,1.50,1.29,2.50,2.16,30/07/2009,07/08/2010,16,66.7,0,,1,D F,
DUL,75019808,CHICLETES,BUBBALOO CHICLE 60 PZA,330 G,60,CAJA,23.00,20.00,0.38,0.33,0.58,0.50,29/05/2010,29/05/2010,0,50.0,25,,0,GARIS,
DUL,7501056912840,CHICLETES,BUBBALOO 60/330 G MENTA,330 G,1,CAJA,0.00,20.00,0.00,20.00,0.00,26.00,29/05/2010,29/05/2010,0,30.0,-3,,0,GARIS,
FAR,0,,BUFFERIN 500 MG,500 MG,24,PZA,0.00,20.00,0.00,0.83,0.00,1.20,,19/06/2002,0,44.0,0,,0,AHORR,
FAR,0,PASTILLA,BUSCAPINA COMPUES C/36,UNI,36,CAPS,0.00,185.00,0.00,5.14,0.00,7.00,23/03/2011,23/03/2011,0,36.2,19,,1,GARIS,
FER,0,CABLE,CABLE 3RCA MITZU 1.8 M 1056,1.8,1,PZA,5.41,4.70,5.41,4.70,9.50,8.26,12/02/2005,12/02/2005,16,75.6,0,,0,EL 45,
FER,0,ELECTRICO,CABLE ARGOS DUPLEX N 14,N 14,100,MTS,589.00,507.76,5.89,5.08,8.50,7.33,23/06/2010,23/06/2010,16,44.3,0,,0,EL 45,
FER,0,ELECTRICO,CABLE ARGOS DUPLEX N 16 M,16,100,100 M,625.00,538.79,6.25,5.39,10.00,8.62,04/11/2010,04/11/2010,16,60.0,0,,0,EL 45,
FER,0,CABLES,CABLE PROAM 2 PLU ORO,,1,PZA,3.00,2.61,3.00,2.61,5.00,4.35,16/08/2007,16/08/2007,16,66.7,0,,0,EL 45,
FER,0,CABLES,CABLE ARGOS POLARIZ BOCINA 22/MT,,100,METRO,133.00,114.66,1.33,1.15,2.50,2.16,03/05/2010,03/05/2010,16,88.0,-5,,0,EL 45,
FER,0,ELECTRICO,CABLE MITZU GRABADORA UNIV 2003,002,1,PZA,3.19,2.75,3.19,2.75,6.00,5.17,23/06/2010,23/06/2010,16,88.1,0,,1,EL 45,
FER,0,ELECTRICO,CABLE P/TELEFONO,UNI,100,M,47.50,41.30,0.48,0.41,1.50,1.30,05/07/2005,05/07/2005,16,215.8,0,,0,,
FER,0,CABLE,CABLE RCA MITZU NO 1006,,1,MTO,2.30,2.00,2.30,2.00,3.50,3.04,,10/01/2006,16,52.2,0,,0,EL 45,
VIN,749787500012,TEQUILA,TEQUI CABRITO REPOSADO 1 LT,1 L,1,BOTELLA,95.00,81.90,95.00,81.90,115.00,99.14,18/12/2010,18/12/2010,16,21.1,-7,,1,GALL0,
SEM,0,SEMILLA,CACAHUATES PELADOS 1 KG,1 K,1,PQT,0.00,26.00,0.00,26.00,0.00,35.00,09/12/2010,09/12/2010,0,34.6,0,,1,AMBRO,
FAR,0,PASTILLA,CAFIASPIRINA FORTE 24 PZ,UNI,12,TAB,0.00,23.50,0.00,1.96,0.00,2.50,23/03/2011,23/03/2011,0,27.7,-2,,1,GARIS,
,0,,CAL EXTRA 1K,1 K,50,K,0.00,265.00,0.00,5.30,0.00,8.00,22/01/2011,22/01/2011,0,50.9,0,,0,CENTR,
VIN,810990001129,,CALAHUA 380 ML C/PIÑA,380 ML,1,PZA,15.50,13.36,15.50,13.36,19.50,16.81,03/11/2010,03/11/2010,16,25.8,-11,,0,GALLO,
ABA,810990001112,VARIOS,CALAHUA 480 ML,480 ML,1,LATA,15.00,12.93,15.00,12.93,19.00,16.38,22/07/2010,22/07/2010,16,26.7,-34,,0,GALLO,
BON,0,BONETERIA,CALCETA BANNER 10-13,10-13,1,,14.16,12.21,14.16,12.21,18.50,15.95,19/12/2010,19/12/2010,16,30.6,0,,0,ROGEL,
MER,0,CALCETA,CALCETA BANNER 13-18,13-18,1,PZA,16.00,13.79,16.00,13.79,21.01,18.11,21/12/2010,21/12/2010,16,31.3,0,,1,ROGEL,
ABA,7503013040184,CHOCOLATE,CAL-C-TOSE BOLSA 200G,200 G,1,BOLSA,0.00,15.20,0.00,15.20,0.00,19.00,12/12/2010,12/12/2010,0,25.0,-149,,0,GARIS,
ABA,7503013040207,ENLATADO,CAL-C-TOSE LATA 400 G,400 G,1,BOTE,0.00,31.80,0.00,31.80,0.00,39.50,23/03/2011,23/03/2011,0,24.2,-9,,0,GARIS,
SEM,31,CAMARON,CAMARON ESCUINAPA MEDINO,MED,10,K,0.00,157.00,0.00,15.70,0.00,22.00,17/03/2011,17/03/2011,0,40.1,-11,,0,CASER,
SEM,30,PESCADO,CAMARON MATAM CHICO 100 G S,100 G,10,PQT,0.00,105.00,0.00,10.50,0.00,15.00,23/03/2011,23/03/2011,0,42.9,-8,,1,CASER,
ABA,7501011320178,ENLATADO,CAMPBELLS 310 G ELOTE,310 G,1,BOTE,0.00,11.38,0.00,11.38,0.00,14.00,09/03/2011,09/03/2011,0,23.0,-15,,1,GARIS,
ABA,7501011312074,ENLATADO,CAMPBELLS 300 G ESPARRAGOS,300 G,1,BOTE,0.00,11.80,0.00,11.80,0.00,14.60,19/08/2010,19/08/2010,0,23.7,5,,1,GARIS,
ABA,7501011312678,,CAMPBELLS 310 G CHAMPIÑON,310 G,24,PZA,0.00,273.00,0.00,11.38,0.00,14.00,21/12/2010,21/12/2010,0,23.1,-15,,0,GARIS,
VIN,830831,CIGARROS,CAMEL NORMAL C/DURA F,10,10,CAJET,351.50,303.02,35.15,30.30,39.00,33.62,21/12/2010,21/12/2010,16,11.0,-126,,0,GARIS,
BEB,0,ROPA,"CAMISA CRUZADA P/BB TALL 1,2,3",BB,12,PZA,135.00,117.39,11.25,9.78,15.00,13.04,08/03/2006,08/03/2006,16,33.3,0,,1,ROGEL,
FER,0,,CAMPANA MITZU RG-59 ROSCA 2015,2015,100,PZA,65.00,56.03,0.65,0.56,1.50,1.29,18/10/2010,18/10/2010,16,130.8,100,,0,EL 45,
FER,0,,CAMPANA MITZU RG-6 C/R 20 217,217,100,PZA,60.00,52.17,0.60,0.52,2.00,1.74,08/08/2006,16/07/2009,16,233.3,0,,0,EL 45,
DUL,7501015511107,DULCES,CANASTA CORONA CHOC/ROMPO 50 PZ,50 PZ,1,CAJA,0.00,22.50,0.00,22.50,0.00,28.00,09/03/2011,09/03/2011,0,24.4,20,,0,GARIS,
ABA,7792129002319,,CANDEREL 100 PZA,100 PZA,550,PTE,0.00,146.00,0.00,0.27,0.00,0.50,08/11/2010,08/11/2010,0,88.4,-14,,2,GARIS,
MAT,0,PANADERIA,CANELA GRUESA KILO,1K,1,PQT,0.00,146.00,0.00,146.00,0.00,190.00,23/03/2011,23/03/2011,0,30.1,12,,1,AMBRO,
SEM,0,CANELA,CANELA MOLIDA,1 K,1,K,0.00,25.00,0.00,25.00,0.00,50.00,11/11/2010,11/11/2010,0,100.0,0,,0,CASAE,
DUL,7501030490937,MARINELA,MARINELA CANELITAS 250 GR,250 G,1,ROLLO,0.00,9.96,0.00,9.96,0.00,12.00,23/02/2010,23/02/2010,0,20.5,-214,,0,MARIN,
DUL,7501030497752,MARINELA,MARINELA CANELITAS 60 GR,60 G,1,PQT,0.00,4.15,0.00,4.15,0.00,5.00,04/04/2009,04/04/2009,0,20.5,-729,,0,MARIN,
PAN,0,PANADERIA,CAPACILLO No 72,,40,PZA,594.00,512.07,14.85,12.80,19.00,16.38,12/01/2011,12/01/2011,16,27.9,48,,0,GEMSA,
,7501094915360,,CAPENT POMADA 45 G,45 G,1,PZA,26.80,23.10,26.80,23.10,35.00,30.17,15/12/2010,15/12/2010,16,30.6,-6,,0,GARIS,
PER,7509546027036,SHAMPOO,CAPRICE 220 ML HERBAL,250 ML,1,BOTELLA,10.11,8.72,10.11,8.72,12.80,11.03,16/02/2011,16/02/2011,16,26.6,-51,,1,GARIS,
PER,7509546027630,SHAMPOO,CAPRICE 220 ML MANZANA,250 ML,1,BOTELLA,10.11,8.72,10.11,8.72,12.80,11.03,09/03/2011,09/03/2011,16,26.6,-95,,1,GARIS,
ABA,7502223770461,ACEITE,ACEITE CAPULLO 1 L,1L,12,BOTELLA,0.00,312.00,0.00,26.00,7.50,30.00,07/04/2011,07/04/2011,0,15.4,-731,GG2,0,GARIS,
ABA,735257007044,GELATINA,CARAMELO D'GARI 1 L,1L,12,BOTELLA,0.00,265.00,0.00,22.08,0.00,27.00,10/12/2009,10/12/2009,0,22.3,-82,,0,GARIS,
MAT,735257007020,GELATINA,CARAMELO D'GARI 250 ML,120 ML,1,BOTELLA,0.00,7.10,0.00,7.10,0.00,9.00,06/05/2010,06/05/2010,0,26.8,-55,,0,GARIS,
MAT,735257007037,GELATINA,CARAMELO D'GARI 500 M1L,500 ML,1,BOTELLA,0.00,9.50,0.00,9.50,0.00,12.40,17/04/2006,17/04/2006,0,30.5,-21,,0,GEMMS,
DUL,717557007030,,CARAMELO LAPOSSE RON/MANTEQ 350G,350 G,12,PTE,0.00,178.20,0.00,14.85,0.00,19.00,24/07/2007,24/07/2007,0,27.9,-24,,0,GARIS,
DUL,725226000381,CARAMELOS,CARAMELO RELL LA ROSA C/100 500G,500 G,1,BOLSA,0.00,10.90,0.00,10.90,0.00,13.70,13/01/2007,13/01/2007,0,25.7,-2,,0,GARIS,
JAR,32,COMAUSB,CARBON VEGETAL 3 KG,3 K,1,BOLSA,0.00,19.50,0.00,19.50,0.00,25.00,12/07/2009,28/08/2010,0,28.2,-43,,0,CENTR,
MAT,27,PANADERIA,CARBONATO POLVO 100 G,1,10,PQT,0.00,20.00,0.00,2.00,0.00,3.00,30/07/2009,28/08/2010,0,50.0,3,,1,AMBRO,
ABA,7501059236226,CHOCOLATE,CARLOS V ALA FRANCESA,,1,PQT,0.00,49.60,0.00,49.60,0.00,59.00,16/02/2011,16/02/2011,0,19.0,1,,0,GARIS,
PAP,0,,CARTONCILLO C/CLAROS,,50,PZA,47.50,41.30,0.95,0.83,1.30,1.13,02/07/2009,02/07/2009,16,36.8,100,,10,TONY,
PAP,0,PAPEL,CARTULINA BRISTOL 58K BLANCA,PL,100,PQT,97.50,84.05,0.98,0.84,1.50,1.29,07/04/2011,07/04/2011,16,53.8,100,,1,QUEKA,
PAP,0,PAPEL,CARTULINA FLUORESCENTE,UNI,10,PLIEGO,25.00,21.55,2.50,2.16,4.00,3.45,28/03/2011,28/03/2011,16,60.0,0,,0,QUEKA,
PAP,0,,CARTULINA IRIS X PLIEGOS,,1,PZA,3.80,3.28,3.80,3.28,5.50,4.74,18/10/2010,18/10/2010,16,44.7,10,,2,D F,
ABA,7501021110141,,RAID 237 ML CASA Y JARDIN,237 G,12,PZA,305.00,262.93,25.42,21.91,31.50,27.16,15/11/2010,15/11/2010,16,23.9,0,,0,GARIS,
PAP,0,PAPEL,CASCARON 1/2,1/2,50,PZA,292.50,252.16,5.85,5.04,8.50,7.33,09/08/2010,09/08/2010,16,45.3,-1,,1,D F,
PAP,0,PAPEL,CASCARON 1/4 BCA,1/4,50,PZA,140.00,120.69,2.80,2.41,5.00,4.31,12/06/2010,12/06/2010,16,78.6,-8,,1,MESON,
PAP,0,PAPEL,CASCARON 1/8,1/8,50,PZA,77.70,66.98,1.55,1.34,2.20,1.90,11/03/2011,11/03/2011,16,41.6,50,,1,MESON,
VIN,698450501002,TEQUILA,TEQUI CASCO VIEJO 950 ML JOVEN,1 L,1,BOTELLA,74.50,64.22,74.50,64.22,89.00,76.72,18/12/2010,18/12/2010,16,19.5,-201,,0,GALLO,
ABA,7501052472195,SALSA,CATSUP CLEMENTE 220 GS,225,24,BOTELLA,0.00,143.00,0.00,5.96,0.00,7.50,11/01/2011,11/01/2011,0,25.9,-426,,1,GARIS,
ABA,7501052472010,SALSA,CATSUP CLEMENTE 390 G,390 G,20,BOTELLA,0.00,185.00,0.00,9.25,0.00,11.50,22/12/2009,22/12/2009,0,24.3,-27,,0,GARIS,
,7501892816517,FERRETERA,CAUTIN TIPO LAPIZ 1681,TIPO LAP,1,PZA,32.85,28.32,32.85,28.32,46.00,39.66,23/06/2010,23/06/2010,16,40.0,0,,0,EL 45,
FER,7501063300029,,CAZAFACIL RATA CHICA,CH,24,PZA,445.00,383.62,18.54,15.98,25.00,21.55,09/12/2010,09/12/2010,16,34.8,-68,,0,GARIS,
VIN,7501171600011,TEQUILA,TEQUI CAZADORES 1 L,1 L,1,BOTELLA,206.00,179.13,206.00,179.13,245.00,213.04,07/11/2009,07/11/2009,16,18.9,0,,0,GALLO,
PAP,0,,CELOFAN DE COLOR PELICULA,,25,PZA,65.00,56.03,2.60,2.24,4.00,3.45,03/02/2011,03/02/2011,16,53.8,0,,0,D F,
FAR,0,PASTILLA,CEPACOL PAST SOBRE C/4,,5,PASTILL,0.00,30.00,0.00,6.00,0.00,8.50,09/04/2009,09/04/2009,0,41.7,0,,0,AHORR,
PER,7501086494262,BUCAL,CEPILLO ORAL-B 35,35,1,PZA,16.40,14.14,16.40,14.14,20.00,17.24,16/02/2011,16/02/2011,16,22.0,0,,3,GARIS,
PER,7501086494279,,CEPILLO ORAL-B 40,40,1,PZA,14.17,12.32,14.17,12.32,18.00,15.65,30/12/2009,30/12/2009,16,27.0,-19,,0,GARIS,
PER,7501086494286,,CEPILLO ORAL-B 60,60,1,PZA,14.17,12.32,14.17,12.32,18.00,15.65,30/12/2009,30/12/2009,16,27.0,-13,,3,GARIS,
,7502237250010,,CEPILLO P/WC/BASE PERICO,,1,PZA,12.60,10.86,12.60,10.86,18.00,15.52,16/02/2011,16/02/2011,16,42.9,0,,0,GARIS,
ABA,7502002341509,VELADORA,CERA SAGRADO CORAZON N.32,32,32,PZA,1030.00,887.93,32.19,27.75,40.00,34.48,12/12/2010,12/12/2010,16,24.3,-33,,1,GARIS,
ABA,103,VELADORA,CERA SAGRADO CORAZON NO 75,75,75,PZA,955.00,823.28,12.73,10.98,15.00,12.93,17/10/2009,03/10/2010,16,17.8,12,,1,GARIS,
DUL,745404115652,CEREZAS,CEREZAS LA CORONA CHERS 18/24,24 PZ,18,CAJA,0.00,377.00,0.00,20.94,0.00,27.00,17/02/2011,17/02/2011,0,28.9,-24,,0,GARIS,
DUL,745404115607,DULCES,CEREZAS LA CORONA 16 CHEERS,16 PZ,1,PZAA,0.00,15.80,0.00,15.80,0.00,21.00,11/04/2011,11/04/2011,0,32.9,-63,,1,GARIS,
ABA,0,BASICO,CERILLOS FLAMA,200,5,CAJA,11.50,9.91,2.30,1.98,3.00,2.59,11/04/2011,11/04/2011,16,30.4,44,,1,GARIS,
ABA,0,VARIOS,CERILLOS TALISMAN PQT C/10,10 CJ,5,PQT,39.50,34.05,7.90,6.81,9.50,8.19,08/11/2010,08/11/2010,16,20.3,0,,0,GARIS,
ABA,0,BASICO,CERILLOS TALISMAN,1 PTE,50,PTE,39.50,34.05,0.79,0.68,1.00,0.86,08/11/2010,08/11/2010,16,26.6,20,,1,GARIS,
ABA,7501049917500,CERVEZA,CERVEZA SOL BOTE 340 ML,340 ML,24,BOTE,189.00,162.93,7.88,6.79,10.00,8.62,07/06/2010,07/06/2010,16,27.0,-19,,0,MOCTE,
FAR,7501299303047,,CICLOFERON 2 G C/PIEL,2 G,1,PZA,21.50,18.53,21.50,18.53,27.00,23.28,10/04/2010,10/04/2010,16,25.6,1,,1,GARIS,
FER,7501892826103,INSUMOS,CINTA TEFLON 1/2,1/2,1,PZA,1.00,0.87,1.00,0.87,2.50,2.17,22/07/2008,22/07/2008,16,150.0,-1,,0,EL 45,
,7501892826110,,CINTA COHES TEFLON.3/4,3/4,1,PZA,2.00,1.72,2.00,1.72,3.00,2.59,18/10/2010,18/10/2010,16,50.0,11,,0,EL 45,
SEM,0,SEMILLA,CIRUELA PASA GRANDE,1 K,10,KG,0.00,320.00,0.00,32.00,0.00,44.00,26/02/2011,26/02/2011,0,37.5,0,,1,CASER,
VIN,14800515336,VARIOS,CLAMATO 1 LT,946 ML,1,BOTELLA,25.00,21.55,25.00,21.55,31.00,26.72,03/11/2010,28/03/2011,16,24.0,4,,0,GALLO,
ABA,7501059225626,LECHE,CLAVEL LECHE 378 GRS,410,48,LATA,0.00,470.00,0.00,9.79,0.00,11.50,09/04/2011,09/04/2011,0,17.4,7,,1,GARIS,
FER,0,,CLAVIJA COHES CONTACTO 051,,1,PZA,5.85,5.09,5.85,5.09,9.00,7.68,20/01/2006,20/01/2006,16,53.8,10,,3,EL 45,
FER,0,CLAVIJA,CLAVIJA REDONDA ECONOMICA,,1,PZA,0.60,0.52,0.60,0.52,1.50,1.30,22/09/2008,22/09/2008,16,150.0,0,,0,EL 45,
FER,0,,CLAVIJA EAGLE 400W C/TRIPLE,400 W,25,`PZA,103.80,89.48,4.15,3.58,6.00,5.17,08/03/2010,08/03/2010,16,44.5,0,,0,EL 45,
FER,0,,CLAVIJA HULE 500,,1,PZA,4.50,3.88,4.50,3.88,7.00,6.03,07/01/2011,07/01/2011,16,55.6,0,,0,RENO,
FER,0,ELECTRICO,CLAVIJA IUSA TRIPLE NGRO 330,330 M,1,PZA,8.10,6.98,8.10,6.98,11.50,9.91,02/02/2009,07/08/2010,16,42.0,6,,0,EL 45,
